Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,15878.009765625,15878.009765625,15878.009765625,15878.009765625,15878.009765625,2
2020-01-02,15878.009765625,15878.009765625,15878.009765625,15878.009765625,15878.009765625,0
2020-01-03,15561.0,15796.1103515625,15561.0,15796.1103515625,15796.1103515625,2
2020-01-06,15920.0,15920.0,15700.0,15900.0,15900.0,3
2020-01-07,15900.0,15900.0,15900.0,15900.0,15900.0,0
2020-01-08,14950.0,15550.0,14950.0,15549.900390625,15549.900390625,16
2020-01-09,15549.900390625,15549.900390625,15549.900390625,15549.900390625,15549.900390625,0
2020-01-10,15421.0,15421.0,15420.0,15420.0,15420.0,2
2020-01-13,15420.0,15420.0,15420.0,15420.0,15420.0,0
2020-01-14,15430.0,15800.0,15150.0,15800.0,15800.0,5
2020-01-15,15470.0,15700.0,15470.0,15700.0,15700.0,6
2020-01-16,15701.0,15880.0,15700.0,15879.0,15879.0,6
2020-01-17,15501.0,15789.0,15501.0,15502.0,15502.0,3
2020-01-20,15502.0,15502.0,15502.0,15502.0,15502.0,0
2020-01-21,15590.0,16015.830078125,15590.0,15751.0,15751.0,12
2020-01-22,15850.51953125,15850.51953125,15604.0,15850.51953125,15850.51953125,6
2020-01-23,15850.51953125,15850.51953125,15850.51953125,15850.51953125,15850.51953125,0
2020-01-24,15850.51953125,15850.51953125,15850.51953125,15850.51953125,15850.51953125,0
2020-01-27,15690.0,15690.0,15690.0,15690.0,15690.0,2
2020-01-28,15200.0,15883.0,15200.0,15870.0,15870.0,9
2020-01-29,15716.0,15716.0,15568.0,15642.0,15642.0,3
2020-01-30,15634.5595703125,15634.5595703125,15634.5595703125,15634.5595703125,15634.5595703125,1
2020-01-31,15634.5595703125,15634.5595703125,15634.5595703125,15634.5595703125,15634.5595703125,0
2020-02-03,15634.5595703125,15634.5595703125,15634.5595703125,15634.5595703125,15634.5595703125,0
2020-02-04,15634.5595703125,15634.5595703125,15634.5595703125,15634.5595703125,15634.5595703125,0
2020-02-05,15634.5595703125,15634.5595703125,15634.5595703125,15634.5595703125,15634.5595703125,0
2020-02-06,15634.5595703125,15634.5595703125,15634.5595703125,15634.5595703125,15634.5595703125,0
2020-02-07,15100.0,15676.5302734375,15100.0,15676.5302734375,15676.5302734375,4
